region,year_surv,year,month,day,strata,strata_area,set,trip,vessel,nafo,stomach_id,predator_species,predator_length,shrimp_weight,pandalus_sp_weight,pandalus_borealis_weight,pandalus_montagui_weight,chionoecetes_opilio_weight,foragefish_weight,other_weight
Newfoundland,1996,1996,4,24,320,4527.5,22,187,30,3P,683998,gadus_morhua,39,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,24,320,4527.5,22,187,30,3P,683999,gadus_morhua,43,0,0,0,0,0.4,0,3.2
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684000,gadus_morhua,17,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684001,gadus_morhua,17,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684002,gadus_morhua,17,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684003,gadus_morhua,20,0,0,0,0,0,0,0.9
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684004,gadus_morhua,31,0,0,0,0,0,14.5,0
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684005,gadus_morhua,34,0.6,0,0,0,0,2,0.1
Newfoundland,1996,1996,4,25,315,2836.5,23,187,30,3P,684006,gadus_morhua,36,1.5,0,0,0,0,10,1.6
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684007,gadus_morhua,12,0,0,0,0,0,0.3,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684008,gadus_morhua,15,0,0,0,0,0,0.2,0.1
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684009,gadus_morhua,15,0,0,0,0,0,0.5,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684010,gadus_morhua,17,0,0,0,0,0,2.4,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684011,gadus_morhua,17,0,0,0,0,0,2.2,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684012,gadus_morhua,18,0,0,0,0,0,1.7,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684013,gadus_morhua,18,0,0,0,0,0,1.4,0.2
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684014,gadus_morhua,18,0,0,0,0,0,2.1,0.2
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684015,gadus_morhua,19,0,0,0,0,0,1,0.1
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684016,gadus_morhua,21,0,0,0,0,0,6,0.2
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684017,gadus_morhua,22,0,0,0,0,0,2.1,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684018,gadus_morhua,24,0,0,0,0,0,3.6,0
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684019,gadus_morhua,33,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,25,317,662,25,187,30,3P,684020,gadus_morhua,35,0,0,0,0,0,2,0.3
Newfoundland,1996,1996,4,25,316,648.3,26,187,30,3P,684021,gadus_morhua,46,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,25,316,648.3,26,187,30,3P,684022,gadus_morhua,61,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,25,712,2507.3,27,187,30,3P,684023,gadus_morhua,53,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,25,712,2507.3,27,187,30,3P,684024,gadus_morhua,64,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,25,712,2507.3,30,187,30,3P,684025,gadus_morhua,34,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,25,712,2507.3,30,187,30,3P,684026,gadus_morhua,35,0,0,0,0,0,0,1
Newfoundland,1996,1996,4,25,712,2507.3,30,187,30,3P,684027,gadus_morhua,53,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,25,712,2507.3,31,187,30,3P,684028,gadus_morhua,59,0,0,0,0,0,0,0.6
Newfoundland,1996,1996,4,26,711,2033.9,33,187,30,3P,684029,gadus_morhua,45,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,711,2033.9,34,187,30,3P,684030,gadus_morhua,37,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,711,2033.9,35,187,30,3P,684031,gadus_morhua,45,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,711,2033.9,35,187,30,3P,684032,gadus_morhua,68,0,0,0,0,0,0,2.5
Newfoundland,1996,1996,4,26,706,1632.6,37,187,30,3P,684033,gadus_morhua,62,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,37,187,30,3P,684034,gadus_morhua,69,0,0,0,0,0,0,0.7
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684035,gadus_morhua,39,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684036,gadus_morhua,43,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684037,gadus_morhua,45,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684038,gadus_morhua,47,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684039,gadus_morhua,52,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684040,gadus_morhua,58,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684041,gadus_morhua,59,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,38,187,30,3P,684042,gadus_morhua,60,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684043,gadus_morhua,42,0,0,0,0,6.4,0,0.2
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684044,gadus_morhua,45,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684045,gadus_morhua,49,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684046,gadus_morhua,55,0.2,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684047,gadus_morhua,55,1.1,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684048,gadus_morhua,62,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684049,gadus_morhua,65,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,26,706,1632.6,40,187,30,3P,684050,gadus_morhua,81,0,0,3.3,0,0,0,0.6
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684051,gadus_morhua,21,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684052,gadus_morhua,23,0,0,0,0,0,0,0.7
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684053,gadus_morhua,23,0,0,0,0,0,0,2.7
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684054,gadus_morhua,25,0,0,0,0,0,0,1.6
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684055,gadus_morhua,26,0,0,0,0,0,0,1.6
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684056,gadus_morhua,28,0,0,0,0,0,1.1,1.1
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684057,gadus_morhua,28,0,0,0,0,0,0,5
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684058,gadus_morhua,39,0,0,0,0,0,0,1.6
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684059,gadus_morhua,49,0.7,0,0,1.6,1.5,0,37
Newfoundland,1996,1996,4,26,315,2836.5,41,187,30,3P,684060,gadus_morhua,53,0,0,0,0,0,0,1.2
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684061,gadus_morhua,20,0,0,0,0,0,0.7,0
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684062,gadus_morhua,24,0,0,0,0,0,4.2,0.1
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684063,gadus_morhua,25,0,0,0,0,0,0,2.5
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684064,gadus_morhua,25,0,0,0,0,0,0,0.4
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684065,gadus_morhua,26,0,0,0,2.5,0,0,1.8
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684066,gadus_morhua,30,0,0,0,0,0,0,2.8
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684067,gadus_morhua,31,0,0,0,0,0.1,1.4,1.3
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684068,gadus_morhua,32,0,0,0,0,0,0,1.5
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684069,gadus_morhua,33,0,0,0,0,0,0,1.9
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684070,gadus_morhua,34,0,0,0,0,0,0,2.2
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684071,gadus_morhua,34,0,0,0,0,0,0,4
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684072,gadus_morhua,35,0,0,0,0,0,0,15.4
Newfoundland,1996,1996,4,26,315,2836.5,42,187,30,3P,684073,gadus_morhua,40,0.4,0,0,0,0,7.6,6.6
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684074,gadus_morhua,12,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684075,gadus_morhua,12,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684076,gadus_morhua,14,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684077,gadus_morhua,19,0.5,0.5,0,0,0,0,0
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684078,gadus_morhua,24,0.9,0,0,3.6,0,0,0
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684079,gadus_morhua,24,2.2,0,0,0.9,0,0,0.4
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684080,gadus_morhua,26,0.3,0,0,0,0,0,0.7
Newfoundland,1996,1996,4,27,781,1529.7,43,187,30,3P,684081,gadus_morhua,40,0.7,0,0,3.7,0,0,0.4
Newfoundland,1996,1996,4,27,322,5374.7,44,187,30,3P,684082,gadus_morhua,22,0,0,0,0,0,2.7,0
Newfoundland,1996,1996,4,27,322,5374.7,44,187,30,3P,684083,gadus_morhua,25,0,2,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,322,5374.7,44,187,30,3P,684084,gadus_morhua,27,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,322,5374.7,44,187,30,3P,684085,gadus_morhua,31,2.6,0,0,0,0,6,0
Newfoundland,1996,1996,4,27,323,2387.2,46,187,30,3P,684086,gadus_morhua,22,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,27,323,2387.2,47,187,30,3P,684087,gadus_morhua,24,0,0,0,0,0,1.6,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684088,gadus_morhua,16,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684089,gadus_morhua,16,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684090,gadus_morhua,19,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684091,gadus_morhua,20,0,0,0,0,0.1,0,0.4
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684092,gadus_morhua,20,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684093,gadus_morhua,21,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684094,gadus_morhua,24,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684095,gadus_morhua,25,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684096,gadus_morhua,28,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684097,gadus_morhua,30,0,0,0,0,0.1,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684098,gadus_morhua,32,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684099,gadus_morhua,33,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684100,gadus_morhua,33,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684101,gadus_morhua,34,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684102,gadus_morhua,36,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684103,gadus_morhua,37,0,0,0,0,0,0,0.6
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684104,gadus_morhua,37,0,0,0,0,3,0,1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684105,gadus_morhua,38,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684106,gadus_morhua,39,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684107,gadus_morhua,39,0,0,0,0,0,0,0.6
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684108,gadus_morhua,45,0,0,0,0,0,0,1.3
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684109,gadus_morhua,45,0,0,0,0,2.6,0,0.8
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684110,gadus_morhua,46,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684111,gadus_morhua,48,0,0,0,0,0,0,2.6
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684112,gadus_morhua,51,0,0,0,0,9.4,0,0.6
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684113,gadus_morhua,53,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684114,gadus_morhua,55,0,0,0,0,0,0,1.6
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684115,gadus_morhua,55,0,0,0,0,0,0,0.7
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684116,gadus_morhua,56,0,0,0,0,9.4,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684117,gadus_morhua,58,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684118,gadus_morhua,58,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684119,gadus_morhua,58,0,0,0,0,8.8,0,1.4
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684120,gadus_morhua,60,0,0,0,0,0,0,0.8
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684121,gadus_morhua,63,0,0,0,0,0,0,0.4
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684122,gadus_morhua,65,0,0,0,0,11.4,0,1.2
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684123,gadus_morhua,67,0,0,0,0,10.5,0,8.8
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684124,gadus_morhua,68,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684125,gadus_morhua,68,0,0,0,0,0,0,0.4
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684126,gadus_morhua,68,0,0,0,0,0,0,6.7
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684127,gadus_morhua,73,0,0,0,0,47.4,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684128,gadus_morhua,73,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684129,gadus_morhua,74,0,0,0,0,0,0,0.7
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684130,gadus_morhua,75,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684131,gadus_morhua,76,0,0,0,0,9.6,0,0.1
Newfoundland,1996,1996,4,27,319,3375,48,187,30,3P,684132,gadus_morhua,89,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,315,2836.5,49,187,30,3P,684133,gadus_morhua,35,0,0,0,0,0,4.5,3
Newfoundland,1996,1996,4,28,315,2836.5,49,187,30,3P,684134,gadus_morhua,35,0,0,0,1.7,0,0,0.6
Newfoundland,1996,1996,4,28,315,2836.5,50,187,30,3P,684135,gadus_morhua,39,0,0,0,0,0,42.3,0.4
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684136,gadus_morhua,18,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684137,gadus_morhua,22,0,0,0,0,0,0,0.4
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684138,gadus_morhua,26,0,0,0,0,0,0,1.2
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684139,gadus_morhua,28,0,0,0,0,0,0,1.3
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684140,gadus_morhua,28,0,0,0,0,0,0,2.9
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684141,gadus_morhua,30,0,0,0,0,0,0,1.5
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684142,gadus_morhua,38,0.2,0,0,2.3,0,0,2.5
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684143,gadus_morhua,86,0,0,0,0,0,0,11
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684144,gadus_morhua,96,0,0,0,0,0,0,23.6
Newfoundland,1996,1996,4,28,315,2836.5,52,187,30,3P,684145,gadus_morhua,103,0,0,0,0,0,0,27
Newfoundland,1996,1996,4,28,317,662,53,187,30,3P,684146,gadus_morhua,26,0,0,0,0,0,2.4,0.8
Newfoundland,1996,1996,4,28,317,662,53,187,30,3P,684147,gadus_morhua,49,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684148,gadus_morhua,41,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684149,gadus_morhua,41,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684150,gadus_morhua,42,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684151,gadus_morhua,42,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684152,gadus_morhua,43,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684153,gadus_morhua,43,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684154,gadus_morhua,45,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684155,gadus_morhua,45,0,0,0,0,0,0,0.4
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684156,gadus_morhua,51,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684157,gadus_morhua,52,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684158,gadus_morhua,54,0,0,0,0,0,0,1.7
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684159,gadus_morhua,56,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684160,gadus_morhua,57,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684161,gadus_morhua,57,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684162,gadus_morhua,66,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684163,gadus_morhua,68,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,55,187,30,3P,684164,gadus_morhua,68,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,57,187,30,3P,684165,gadus_morhua,44,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,57,187,30,3P,684166,gadus_morhua,48,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,57,187,30,3P,684167,gadus_morhua,57,0.7,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,57,187,30,3P,684168,gadus_morhua,58,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,708,432.2,57,187,30,3P,684169,gadus_morhua,67,0.6,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684170,gadus_morhua,34,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684171,gadus_morhua,35,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684172,gadus_morhua,37,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684173,gadus_morhua,38,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684174,gadus_morhua,39,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684175,gadus_morhua,41,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684176,gadus_morhua,42,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684177,gadus_morhua,45,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684178,gadus_morhua,46,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684179,gadus_morhua,46,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684180,gadus_morhua,48,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684181,gadus_morhua,49,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684182,gadus_morhua,49,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684183,gadus_morhua,55,0,0,0,0,0,0,51.5
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684184,gadus_morhua,56,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684185,gadus_morhua,57,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684186,gadus_morhua,58,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684187,gadus_morhua,60,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684188,gadus_morhua,64,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684189,gadus_morhua,64,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684190,gadus_morhua,65,0.9,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684191,gadus_morhua,65,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684192,gadus_morhua,66,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684193,gadus_morhua,72,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684194,gadus_morhua,74,0,0,0,0,0,0,0.9
Newfoundland,1996,1996,4,28,318,442.5,58,187,30,3P,684195,gadus_morhua,76,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684196,gadus_morhua,46,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684197,gadus_morhua,47,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684198,gadus_morhua,48,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684199,gadus_morhua,49,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684200,gadus_morhua,50,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684201,gadus_morhua,54,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684202,gadus_morhua,61,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684203,gadus_morhua,61,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684204,gadus_morhua,63,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684205,gadus_morhua,66,0,0,0,0,0,0,0.2
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684206,gadus_morhua,67,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684207,gadus_morhua,74,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684208,gadus_morhua,75,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684209,gadus_morhua,77,0,0,0,0,0,0,0
Newfoundland,1996,1996,4,29,319,3375,59,187,30,3P,684210,gadus_morhua,78,0,0,0,0,0,0,1.2
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684211,gadus_morhua,22,0,0,0,0,0,2.4,0
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684212,gadus_morhua,24,0,0,0,0,0,1.2,0.7
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684213,gadus_morhua,29,0,0,0,0,0,0,0.3
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684214,gadus_morhua,32,0,0,0,0,0,2.2,0.1
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684215,gadus_morhua,32,0,0,0,0,0,7.8,0.1
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684216,gadus_morhua,33,0,0,0,0,0,0,1.5
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684217,gadus_morhua,35,0,0,0,0,0,9.2,0.2
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684218,gadus_morhua,37,0,0,0,0,0,8.8,0
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684219,gadus_morhua,42,0,0,0,0,0,0,1
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684220,gadus_morhua,44,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684221,gadus_morhua,45,0,0,0,0,0,0,0.1
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684222,gadus_morhua,49,0,0,0.6,0,0,0,3.6
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684223,gadus_morhua,51,0,0,0,0,6.6,0,28.6
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684224,gadus_morhua,55,0,0,0,0,0,0,13.4
Newfoundland,1996,1996,4,29,319,3375,60,187,30,3P,684225,gadus_morhua,60,0,0,0,0,0,15.3,0.8
